集团名称,集团类型,主管机构_省级,主管机构_市级,牵头单位,成员名称,成员类型,成员数据来源,链接
广州中学教育集团,基础教育,广东省,广州市,,龙口西小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州体育东教育集团,基础教育,广东省,广州市,,体育东路小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州体育东教育集团,基础教育,广东省,广州市,,洗村小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州体育东教育集团,基础教育,广东省,广州市,,天河第一实验小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州体育东教育集团,基础教育,广东省,广州市,,吉山小学为成员校,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州华阳教育集团,基础教育,广东省,广州市,,华阳小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州华阳教育集团,基础教育,广东省,广州市,,侨乐小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州华阳教育集团,基础教育,广东省,广州市,,石牌小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州华阳教育集团,基础教育,广东省,广州市,,珠村小学为成员校,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州培英中学教育集团,基础教育,广东省,广州市,,广州市培英中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州培英中学教育集团,基础教育,广东省,广州市,,广州市白云区龙归学校,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州培英中学教育集团,基础教育,广东省,广州市,,广州市白云区同和中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州培英中学教育集团,基础教育,广东省,广州市,,广州市白云区平沙培英学校,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州培英中学教育集团,基础教育,广东省,广州市,,广州市白云区平沙培英幼儿园,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州培英中学教育集团,基础教育,广东省,广州市,,广州市白云区培英实验中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州培英中学教育集团,基础教育,广东省,广州市,,广州市白云区培英实验小学;广州市白云区嘉禾中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州培英中学教育集团,基础教育,广东省,广州市,,广州市白云区石井中学(不含南悦校区),,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州培英中学教育集团,基础教育,广东省,广州市,,广州市白云区东平学校,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州培英中学教育集团,基础教育,广东省,广州市,,广州市培英中学附属小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州培英中学教育集团,基础教育,广东省,广州市,,广州市培英中学附属幼儿园,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
仲元中学教育集团,基础教育,广东省,广州市,,仲元中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
仲元中学教育集团,基础教育,广东省,广州市,,仲元实验学校,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
仲元中学教育集团,基础教育,广东省,广州市,,市桥桥城中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
仲元中学教育集团,基础教育,广东省,广州市,,石北中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
仲元中学教育集团,基础教育,广东省,广州市,,市桥侨联中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
仲元中学教育集团,基础教育,广东省,广州市,,石碁第四中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
南沙小学教育集团,基础教育,广东省,广州市,,南沙小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
南沙小学教育集团,基础教育,广东省,广州市,,金业小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
南沙小学教育集团,基础教育,广东省,广州市,,实验小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
南沙小学教育集团,基础教育,广东省,广州市,,鹿颈小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州南海中学教育集团,基础教育,广东省,广州市,,广州市南海中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州南海中学教育集团,基础教育,广东省,广州市,,广州市南海中学十甫学校(原23中),,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州南海中学教育集团,基础教育,广东省,广州市,,广州市南海中学文伟学校(原文伟中学),,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州南海中学教育集团,基础教育,广东省,广州市,,广州市荔湾区汇龙小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州南海中学教育集团,基础教育,广东省,广州市,,广州市荔湾区环翠园小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
番禺中学教育集团,基础教育,广东省,广州市,,广东番禺中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
番禺中学教育集团,基础教育,广东省,广州市,,广东番禺中学附属学校,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
番禺中学教育集团,基础教育,广东省,广州市,,南村中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
番禺中学教育集团,基础教育,广东省,广州市,,东风中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
番禺中学教育集团,基础教育,广东省,广州市,,桥兴中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
番禺中学教育集团,基础教育,广东省,广州市,,荟贤小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
番禺中学教育集团,基础教育,广东省,广州市,,广东番禺中学长隆学校,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
金隆小学教育集团,基础教育,广东省,广州市,,金隆小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
金隆小学教育集团,基础教育,广东省,广州市,,金洲小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
金隆小学教育集团,基础教育,广东省,广州市,,东湾小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
金隆小学教育集团,基础教育,广东省,广州市,,黄阁小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
金隆小学教育集团,基础教育,广东省,广州市,,金隆小学海滨路校区,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州市黄埔区怡园教育集团,基础教育,广东省,广州市,,怡园小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州市黄埔区怡园教育集团,基础教育,广东省,广州市,,怡瑞小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州市黄埔区怡园教育集团,基础教育,广东省,广州市,,横沙小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州市黄埔区怡园教育集团,基础教育,广东省,广州市,,鱼珠小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州市黄埔区怡园教育集团,基础教育,广东省,广州市,,姬堂小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州市黄埔区怡园教育集团,基础教育,广东省,广州市,,文冲小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
增城区诚善教育集团,基础教育,广东省,广州市,,增城开发区小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州市第八十六中学教育集团,基础教育,广东省,广州市,,广州市第八十六中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州市第八十六中学教育集团,基础教育,广东省,广州市,,广州市第一二三中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州市第八十六中学教育集团,基础教育,广东省,广州市,,港湾中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州市第八十六中学教育集团,基础教育,广东省,广州市,,新港中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州市第八十六中学教育集团,基础教育,广东省,广州市,,广州石化中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
广州市第八十六中学教育集团,基础教育,广东省,广州市,,黄埔区茅岗小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
培正教育集团,基础教育,广东省,广州市,,广州市培正中学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
培正教育集团,基础教育,广东省,广州市,,越秀区东山培正小学,,微信公众号：私家探校（2022-12-05 19:16）,https://mp.weixin.qq.com/s?__biz=MzA3NzUxMDEwNw==&mid=2649690691&idx=1&sn=17dc3a13884b20449feae0e587fab5b0&chksm=874b56f7b03cdfe1e8dcf711e0ec86f0c20820d36741979fae2abed61f8361b3e20258a3a4b6&scene=27
