学校名称,学校标识码,主管部门,所在省份,所在城市,办学层次,学校性质,985工程_加入时间,985工程_入选批次,985工程_共建部门,985工程_期数,985工程_协议签署时间,985工程_实力梯队,双一流建设,双一流建设_第一轮,双一流建设_第一轮_类别,双一流建设_第二轮,双一流建设_第二轮_学科名单,骨干高职,骨干高职_重点建设专业,示范性高职,示范性高职_重点建设专业,教育部直属,中央部委直属,强基计划,双高计划,学校类别,创建时间,学校地址,学校官网,学校简称,曾用名,占地面积（亩）,985工程,211工程,预算总收入（亿元，2022年）,本年度收入（亿元，2022年）,财政拨款数（亿元，2022年）,财政拨款占比（2022年）,人工补全记录
华东交通大学,4136010404.0,江西省,江西省,南昌市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1971.0,江西省南昌市经济技术开发区双港东大街808号,https://www.ecjtu.edu.cn/,华东交大,,2816.0,0.0,0.0,9.67,9.42,,,
东华理工大学,4136010405.0,江西省,江西省,抚州市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1956.0,江西省南昌市经济技术开发区广兰大道418号,https://www.ecut.edu.cn/,东华理工,,2500.0,0.0,0.0,12.28,9.85,,,
南昌航空大学,4136010406.0,江西省,江西省,南昌市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1952.0,江西省南昌市丰和南大道696号南昌航空大学招生办公室,http://www.nchu.edu.cn/,"昌航,nchu",,3500.0,0.0,0.0,12.14,9.6,,,
江西理工大学,4136010407.0,江西省,江西省,赣州市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1958.0,"三江校区：江西省赣州市客家大道1958号,红旗校区：江西省赣州市红旗大道86号,黄金校区：江西省赣州市客家大道156号",https://www.jxust.edu.cn/,江西理工,,2600.0,0.0,0.0,15.81,15.63,,,
景德镇陶瓷大学,4136010408.0,江西省,江西省,景德镇市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1910.0,江西省景德镇市湘湖,http://www.jci.edu.cn/,景陶,景德镇陶瓷学院,1970.0,0.0,0.0,6.04,5.04,,,
江西农业大学,4136010410.0,江西省,江西省,南昌市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,农林类,1905.0,江西省南昌经济技术开发区志敏大道1101号,http://www.jxau.edu.cn/,江西农大,,16000.0,0.0,0.0,10.32,7.27,,,
江西中医药大学,4136010412.0,江西省,江西省,南昌市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1959.0,江西省南昌市新建区梅岭大道1688号,https://www.jxutcm.edu.cn/,,江西中医学院,2308.0,0.0,0.0,7.24,6.19,,,
赣南医学院,4136010413.0,江西省,江西省,赣州市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1941.0,"黄金校区：江西省赣州蓉江新区和谐大道1号,章贡校区：江西省赣州市章贡区医学院路1号",http://www.gmu.cn/,赣医,,1873.0,0.0,0.0,4.69,4.69,,,
江西师范大学,4136010414.0,江西省,江西省,南昌市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1940.0,"瑶湖校区：江西省南昌市紫阳大道99号,青山湖校区：江西省南昌市北京西路437号",http://www.jxnu.edu.cn/,"江西师大,江西师范",,3500.0,0.0,0.0,12.88,12.07,,,
上饶师范学院,4136010416.0,江西省,江西省,上饶市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1958.0,江西省上饶市信州区志敏大道401号,http://www.sru.edu.cn/,"上饶师院,上饶师范学校",赣东北大学,1594.0,0.0,0.0,5.49,4.42,,,
宜春学院,4136010417.0,江西省,江西省,宜春市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1958.0,"校本部：江西省宜春市学府路576号,北校区：江西省宜春市宜春北路128号",https://www.jxycu.edu.cn/,,,2000.0,0.0,0.0,5.05,3.99,,,
赣南师范大学,4136010418.0,江西省,江西省,赣州市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1958.0,江西省赣州市赣州开发区师院南路,https://www.gnnu.edu.cn/,"赣师大,赣南师大,赣南师范",赣南师范学院,2300.0,0.0,0.0,7.15,6.32,,,
井冈山大学,4136010419.0,江西省,江西省,吉安市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1958.0,江西省吉安市青原区学苑路28号,http://www.jgsu.edu.cn/,井大,,2459.0,0.0,0.0,6.65,5.85,,,
江西财经大学,4136010421.0,江西省,江西省,南昌市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1923.0,"蛟桥园校区：江西省南昌市国家经济技术开发区双港东大街169号,麦庐园校区：江西省南昌市国家经济技术开发区玉屏大道",http://www.jxufe.edu.cn/,"江财,江西财经",,2200.0,0.0,0.0,11.67,9.59,,,
江西科技学院,4136010846.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1994.0,江西省南昌市瑶湖高校园区紫阳大道115号,http://www.jxut.edu.cn/,"江西蓝天学院,江西科技大学",江西蓝天学院,2000.0,0.0,0.0,,,,,
景德镇学院,4136010894.0,江西省,江西省,景德镇市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1977.0,江西省景德镇市浮梁县浮梁大道3号,http://www.jdzu.edu.cn,景院,景德镇高等专科学校,2025.0,0.0,0.0,1.85,1.85,,,
萍乡学院,4136010895.0,江西省,江西省,萍乡市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1941.0,江西省萍乡市萍安北大道211号,http://www.pxc.jx.cn,,萍乡高等专科学校,1200.0,0.0,0.0,1.73,1.73,,,
江西科技师范大学,4136011318.0,江西省,江西省,南昌市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1952.0,"枫林校区：江西省南昌市昌北经济开发区枫林大道605号,红角洲校区：江西省南昌市红角洲学府大道589号",http://www.jxstnu.edu.cn/,江西科技师范学院,江西科技师范学院,2159.0,0.0,0.0,7.32,6.69,,,
南昌工程学院,4136011319.0,江西省,江西省,南昌市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1958.0,"瑶湖校区：江西省南昌市高新技术开发区天祥大道289号,彭家桥校区：江西省南昌市青山湖区北京东路59号",http://www.nit.edu.cn,,江西水利电力学院,2047.0,0.0,0.0,5.62,4.69,,,
江西警察学院,4136011504.0,江西省,江西省,南昌市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,政法类,1951.0,江西省南昌市新建区梅岭大道1666号,http://www.jxga.edu.cn/,江西公安专科学校,,1933.0,0.0,0.0,,,,,
新余学院,4136011508.0,江西省,江西省,新余市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1985.0,江西省新余市高新区阳光大道2666号,http://www.xyc.edu.cn/,新余高等专科学校,新余高等专科学校,1950.0,0.0,0.0,1.88,1.88,,,
九江学院,4136011843.0,江西省,江西省,九江市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1901.0,江西省九江市前进东路551号,http://www.jju.edu.cn,,,3669.0,0.0,0.0,14.98,14.98,,,
江西工程学院,4136012766.0,江西省教育厅,江西省,新余市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1983.0,江西省新余市天工南大道1688号,http://www.jxue.edu.cn,江工,江西渝州科技职业学院,1976.0,0.0,0.0,,,,,
南昌理工学院,4136012795.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1999.0,江西省南昌经济技术开发区英雄大道901号,http://www.nut.edu.cn/,南昌理工,江西航天科技职业学院,3000.0,0.0,0.0,,,,,
江西应用科技学院,4136012938.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1984.0,江西省南昌市新建区宏福大道2888号,http://www.jxcsedu.com/,,江西城市职业学院,173.0,0.0,0.0,,,,,
江西服装学院,4136013418.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1991.0,江西省南昌市向塘经济开发区丽湖中大道103号,http://www.jift.edu.cn/,江西服装职业技术学院,,1300.0,0.0,0.0,,,,,
南昌职业大学,4136013420.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1993.0,江西省南昌市安义凤凰开发区前进东路8号,http://www.nvu.edu.cn,江西大宇职业技术学院,"江西大宇学院,南昌职业学院",1200.0,0.0,0.0,,,,,
南昌工学院,4136013421.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1988.0,江西省南昌市红谷滩新区阁皂山大道998号,http://www.ncpu.edu.cn/index.html,江西赣江职业技术学院,,1183.0,0.0,0.0,,,,,
南昌大学科学技术学院,4136013429.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2001.0,"南昌校区：江西省南昌市北京东路339号 ,共青校区：江西省九江共青城市五四大道199号",http://www.ndkj.com.cn/,昌大科院,,1215.0,0.0,0.0,,,,,
南昌大学共青学院,4136013430.0,江西省教育厅,江西省,九江市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1985.0,江西省共青城市南湖大道465号,http://www.ndgy.cn/,南大共院,,1041.0,0.0,0.0,,,,,
南昌交通学院,4136013431.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2001.0,江西省南昌经济技术开发区黄家湖东路111号,https://www.ecjtuit.edu.cn/,"ECJTUIT,交大理工,南昌交通",华东交通大学理工学院,2800.0,0.0,0.0,,,,,
赣东学院,4136013432.0,江西省,江西省,抚州市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2002.0,江西省抚州市学府路56号,http://www.ecutcj.edu.cn,东华理工大学长江,东华理工大学长江学院,900.0,0.0,0.0,0.5,0.5,,,
南昌航空大学科技学院,4136013433.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2001.0,江西省南昌市赣江新区共青城市青年大道69号,http://kjxy.nchu.edu.cn/,昌航科院,,1000.0,0.0,0.0,,,,,
赣南科技学院,4136013434.0,江西省,江西省,赣州市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2001.0,江西省赣州市章贡区客家大道156号,http://www.gnust.edu.cn,,江西理工大学应用科学学院,808.0,0.0,0.0,0.86,0.0,,,
景德镇艺术职业大学,4136013435.0,江西省教育厅,江西省,景德镇市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,2001.0,江西省景德镇市珠山区和谐大道向东至福佑路与红塔路相交处,http://www.jdzvua.edu.cn/,陶大科院,"景德镇陶瓷学院科技艺术学院,景德镇陶瓷大学科技艺术学院",1400.0,0.0,0.0,,,,,
江西农业大学南昌商学院,4136013436.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2001.0,江西省共青城市南湖新城青年大道79号,http://ncsxy.jxau.edu.cn/,,,700.0,0.0,0.0,,,,,
南昌医学院,4136013437.0,江西省,江西省,南昌市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,2001.0,"小蓝校区：江西省南昌市小蓝经济开发区汇仁大道689号,湾里校区：江西省南昌湾里梅岭大道1689号",http://www.ncmc.edu.cn/,"江中科院,江西中医科院","江西中医学院科技学院,江西中医药大学科技学院",906.0,0.0,0.0,0.65,0.65,,,
江西师范大学科学技术学院,4136013438.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2001.0,江西省共青城市青年大道78号,http://kjxy.jxnu.edu.cn/,,,800.0,0.0,0.0,,,,,
赣南师范大学科技学院,4136013439.0,江西省教育厅,江西省,赣州市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,2003.0,江西省赣州市章贡区红旗大道61号,http://www.gnnustc.com/,赣师大科院,赣南师范学院科技学院,400.0,0.0,0.0,,,,,
南昌应用技术师范学院,4136013440.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,2001.0,江西省南昌市红谷滩新区明月山大道1599号,http://www.nncat.edu.cn/,"科师理工,南昌应用技术师范","江西科技师范学院理工学院,江西科技师范大学理工学院",592.0,0.0,0.0,,,,,
江西财经大学现代经济管理学院,4136013441.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,2001.0,江西省共青城市青年大道59号,http://xjg.jxufe.edu.cn/,江财现经管,,700.0,0.0,0.0,,,,,
豫章师范学院,4136013774.0,江西省,江西省,南昌市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1908.0,江西省南昌市兴湾大道1999号,https://www.yuznu.edu.cn/html/,豫章师院,南昌师范高等专科学校,1000.0,0.0,0.0,3.08,3.08,,,
江西软件职业技术大学,4136013776.0,江西省教育厅,江西省,南昌市,本科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,2003.0,江西省南昌市湾里区先锋创客小镇,http://www.jxuspt.com/,,,2700.0,0.0,0.0,,,,,
南昌师范学院,4136014437.0,江西省,江西省,南昌市,本科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1952.0,江西省南昌市经济开发区瑞香路889号,http://www.ncnu.edu.cn/,南昌师院,南昌师范专科学校,614.0,0.0,0.0,3.16,3.04,,,
上饶幼儿师范高等专科学校,3636000312.0,江西省,江西省,上饶市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1939.0,江西省上饶市信州区志敏大道397号,http://srygz.com/,上饶幼专,,810.0,0.0,0.0,,,,,
抚州幼儿师范高等专科学校,3636000519.0,江西省,江西省,抚州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,师范类,1977.0,江西省抚州市王安石大道99号,http://www.fzpec.cn/,,,945.0,0.0,0.0,,,,,
江西工业职业技术学院,4136010839.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1954.0,"瑶湖校区： 江西省南昌市高新区天祥大道388号,青山湖校区：江西省南昌市青山湖北大道1988号",http://www.jxgzy.cn/,"江西工职院,江西工业学院",,1309.0,0.0,0.0,,,,,
江西医学高等专科学校,4136010888.0,江西省,江西省,上饶市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1951.0,江西省上饶市信州区志敏大道399号,http://www.jxyxgz.cn,JXMC,江西医学院上饶分院,814.0,0.0,0.0,,,,,
九江职业大学,4136011505.0,江西省,江西省,九江市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1985.0,"濂溪校区：江西省九江市濂溪大道88号,鹤问湖校区：江西省九江市九瑞大道91号",https://www.jjvu.jx.cn/,JJVU,,1016.0,0.0,0.0,,,,,
九江职业技术学院,4136011785.0,江西省,江西省,九江市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,1.0,数控技术、模具设计与制造、数控设备应用与维护、检测技术及应用、汽车检测与维修技术、船舶工程技术、电气自动化技术、楼宇智能化工程技术、船舶工程技术、船舶动力与装备技术,0.0,0.0,0.0,1.0,综合类,1960.0,"十里校区：江西省九江市濂溪区十里大道1188号,濂溪校区：江西省九江市濂溪区前进东路881号",https://www.jvtc.jx.cn/,九江职院,,1500.0,0.0,0.0,,,,,
江西司法警官职业学院,4136012929.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,政法类,1958.0,江西省南昌市昌北开发区长青路76号,http://www.jxsfjy.cn/,江司警院,,175.0,0.0,0.0,,,,,
江西陶瓷工艺美术职业技术学院,4136012930.0,江西省,江西省,景德镇市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1958.0,江西省景德镇市浮梁县工美大道666号,http://www.jxgymy.com/?SessionVerify=abb13e51-5403-46fa-8440-7ff34d350982,江西陶瓷工艺美院,,1408.0,0.0,0.0,,,,,
江西旅游商贸职业学院,4136012932.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,财经类,1964.0,江西省南昌市经济技术开发区丁香路1号,http://www.jxlsxy.com/,江西旅商学院,,1068.0,0.0,0.0,,,,,
江西电力职业技术学院,4136012933.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1958.0,江西省南昌市昌北经济开发区海棠南路268号,http://www.jxdlzy.com/,江西电力学院,,479.0,0.0,0.0,,,,,
江西环境工程职业学院,4136012934.0,江西省,江西省,赣州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,农林类,1953.0,江西省赣州市湖边经济技术开发区（宝葫芦农庄斜对面）,http://www.jxhjxy.com,江西林院,,813.0,0.0,0.0,,,,,
江西艺术职业学院,4136012936.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,艺术类,1951.0,江西省南昌市庐山中大道1201号,http://www.jxysedu.com,,,153.0,0.0,0.0,,,,,
鹰潭职业技术学院,4136012937.0,江西省,江西省,鹰潭市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1960.0,江西省鹰潭市信江新区滨江东路2号,http://www.jxytxy.cn/,鹰潭职院,,500.0,0.0,0.0,,,,,
江西信息应用职业技术学院,4136012939.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1956.0,江西省南昌市青云谱区气象路58号,http://www.jxcia.com/,江西信息应用职院,,710.0,0.0,0.0,,,,,
江西交通职业技术学院,4136012940.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,汽车运用技术、道路桥梁工程技术、物流管理、交通安全与智能控制,0.0,,0.0,0.0,0.0,1.0,综合类,1956.0,江西省南昌市经济技术开发区双港东大街644支路395号,https://www.jxjtxy.edu.cn/,江西交院,,850.0,0.0,0.0,,,,,
江西财经职业学院,4136012941.0,江西省,江西省,九江市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,物流管理、金融保险、旅游管理,0.0,,0.0,0.0,0.0,1.0,财经类,1960.0,江西省九江市青年路96号,http://www.jxvc.jx.cn/,"九江财院,九江财校,江西财院",,1266.0,0.0,0.0,,,,,
江西应用技术职业学院,4136012942.0,江西省,江西省,赣州市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,国土资源调查、水文与工程地质、工程测量技术、工业分析与检验,0.0,,0.0,0.0,0.0,1.0,理工类,1958.0,江西省赣州市经济技术开发区高校园区文峰路9号,http://www.jxyy.edu.cn/,,,1255.0,0.0,0.0,,,,,
江西现代职业技术学院,4136012943.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,1.0,材料工程技术、工业分析与检验、建筑工程技术,0.0,,0.0,0.0,0.0,0.0,理工类,1978.0,江西省南昌市紫阳大道338号,http://www.jxxdxy.edu.cn/,江西现代学院,,1476.0,0.0,0.0,,,,,
江西工业工程职业技术学院,4136012944.0,江西省,江西省,萍乡市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1956.0,江西省萍乡市经济开发区玉湖东路106号区,http://www.jxgcxy.net/,"江西工业工程职院,JXVCIE",,630.0,0.0,0.0,,,,,
江西机电职业技术学院,4136012976.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1958.0,江西省南昌市昌北经济技术开发区枫林大道168号,http://www.jxjdxy.edu.cn/html/jdzz/index.html,江西机电学院,,375.0,0.0,0.0,,,,,
江西科技职业学院,4136013419.0,江西省教育厅,江西省,南昌市,专科,民办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1983.0,江西省南昌市银三角316国道金山一号,http://www.jxkeda.com/,江科院,,1000.0,0.0,0.0,,,,,
江西外语外贸职业学院,4136013422.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0,财经类,1964.0,江西省南昌市天祥大道291号,http://www.jxcfs.com/,江西外语外贸,,600.0,0.0,0.0,,,,,
江西工业贸易职业技术学院,4136013423.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1964.0,江西省南昌市红角洲高校园区嘉言路699号,https://www.jxgmxy.com/,江西工贸学院,,534.0,0.0,0.0,,,,,
宜春职业技术学院,4136013424.0,江西省,江西省,宜春市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,1908.0,江西省宜春市锦绣大道996号,http://www.ycvc.jx.cn/,宜春职院,,1500.0,0.0,0.0,,,,,
江西应用工程职业学院,4136013425.0,江西省,江西省,萍乡市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1922.0,江西省萍乡市安源区高坑镇周家坊,http://www.jxatei.net/,,,410.0,0.0,0.0,,,,,
江西生物科技职业学院,4136013426.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,农林类,2003.0,江西省南昌市莲塘北大道1636号,http://www.jxswkj.com/,江西生物职院,,1228.0,0.0,0.0,,,,,
江西建设职业技术学院,4136013427.0,江西省,江西省,南昌市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,理工类,1958.0,江西省南昌市小蓝经济开发区汇仁大道999号,http://www.jxjsxy.edu.cn/,江西建院,,611.0,0.0,0.0,,,,,
抚州职业技术学院,4136013428.0,江西省,江西省,抚州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,综合类,2003.0,江西省抚州市东临路276号,http://www.fzjsxy.cn,抚职,,941.0,0.0,0.0,,,,,
江西中医药高等专科学校,4136013775.0,江西省,江西省,抚州市,专科,公办,,,,,,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,0.0,医药类,1958.0,"新校区：江西省抚州市文昌大道2766号,老校区：江西省抚州市赣东大道1111号",http://www.jxtcms.net,江西医专,,500.0,0.0,0.0,,,,,
