学校名称,办学层次,学校性质,学校类别,主管部门,所在省份,所在城市,创建时间,学校地址,学校官网,学校简称,曾用名,占地面积（亩）,985工程,211工程
嵩山少林武术职业学院,专科（高职）,民办,综合类,河南省教育厅,河南,郑州市,2004,"孔子校区：河南省郑州市登封市嵩山路南段,大禹校区：河南省郑州市登封市大禹路西段",http://shaolinkungfu.edu.cn,嵩山学院,,1688,2,2
郑州电力职业技术学院,专科（高职）,民办,理工类,河南省教育厅,河南,郑州市,1996,河南省郑州市新区商都大街东段1933号,http://www.zzdl.com/,,,1069,2,2
荆州理工职业学院,专科（高职）,公办,理工类,湖北省,湖北,荆州市,1983,湖北省荆州市沙市区工农路22号,http://www.jzlg.cn/,荆州理工,,690,2,2
湖北工业职业技术学院,专科（高职）,公办,综合类,湖北省,湖北,十堰市,1976,湖北省十堰市北京中路38号,http://www.hbgyzy.edu.cn,湖北工业职院,十堰职业技术学院,1000,2,2
武汉船舶职业技术学院,专科（高职）,公办,理工类,湖北省,湖北,武汉市,1950,湖北省武汉市汉阳区月湖街铁桥南村2号,http://www.wspc.edu.cn,"武汉船院,wspc",,600,2,2
恩施职业技术学院,专科（高职）,公办,综合类,湖北省,湖北,恩施土家族苗族自治州,2000,湖北省恩施市学院路122号,http://www.eszy.edu.cn,恩施职院,,790,2,2
荆州职业技术学院,专科（高职）,公办,理工类,湖北省,湖北,荆州市,2001,湖北省荆州市荆州大学城学苑路21号,http://www.jzit.net.cn/,荆州职院,,2000,2,2
仙桃职业学院,专科（高职）,公办,理工类,湖北省,湖北,省直辖县级行政区划,1939,湖北省仙桃市纺织大道8号,http://www.hbxtzy.com,仙桃职院,,988,2,2
湖北轻工职业技术学院,专科（高职）,公办,理工类,湖北省,湖北,武汉市,2004,湖北省武汉市洪山石牌岭东2路5号,http://www.hbliti.com,湖北轻工职院,,165,2,2
武汉软件工程职业学院,专科（高职）,公办,理工类,湖北省,湖北,武汉市,1951,湖北省武汉市东湖新技术开发区光谷大道117号,http://www.whvcse.edu.cn,武软,,1000,2,2
武汉电力职业技术学院,专科（高职）,公办,理工类,湖北省,湖北,武汉市,1953,湖北省武汉市洪山区珞喻路189号,https://www.whetc.com/,,,249,2,2
湖北生物科技职业学院,专科（高职）,公办,理工类,湖北省,湖北,武汉市,1958,湖北省武汉市洪山区狮子山野芷湖一号,http://www.hbswkj.com,湖北生物科技职业技术学院,,351,2,2
湖北艺术职业学院,专科（高职）,公办,艺术类,湖北省,湖北,武汉市,1958,湖北省武汉市洪山区虎泉街126号 地铁2号线 虎泉站 B出站口,https://www.artcollegehb.cn/,,,60,2,2
咸宁职业技术学院,专科（高职）,公办,综合类,湖北省,湖北,咸宁市,1965,湖北省咸宁市咸宁大道118号,http://www.xnec.cn/,咸宁职院,,1086,2,2
江汉艺术职业学院,专科（高职）,公办,艺术类,湖北省,湖北,省直辖县级行政区划,1959,湖北省潜江市师范路16号,https://www.hbjhart.cn/,江汉职院,,1000,2,2
湖北黄冈应急管理职业技术学院,专科（高职）,公办,理工类,湖北省,湖北,黄冈市,2004,湖北省黄冈市黄州区新港二路43号,http://www.hbpem.com/,鄂职,鄂东职业技术学院,709,2,2
湖北财税职业学院,专科（高职）,公办,财经类,湖北省,湖北,武汉市,1987,湖北省武汉市武昌区白沙洲大道519号,http://www.hbcszyxy.edu.cn/,湖北财职,,800,2,2
湖北国土资源职业学院,专科（高职）,公办,综合类,湖北省,湖北,武汉市,1978,湖北省武汉市武汉经济技术开发区（汉南区）育才路399号,https://www.hbgt.edu.cn/,湖北国土职院,,512,2,2
三峡电力职业学院,专科（高职）,公办,理工类,湖北省,湖北,宜昌市,1975,湖北省宜昌市绿萝路36号,http://www.tgcep.ceec.net.cn/,三峡电院,,429,2,2
湖北大学知行学院,普通本科,民办,理工类,湖北省教育厅,湖北,武汉市,2000,湖北省武汉市江岸区谌家矶街兴盛大道特1号,http://www.hudazx.cn/,湖大知行,,460,2,2
武汉工商学院,普通本科,民办,综合类,湖北省教育厅,湖北,武汉市,2002,湖北省武汉市洪山区黄家湖西路3号（黄家湖大学城）,http://www.wtbu.edu.cn,,武汉长江工商学院,1253,2,2
湖北工业大学工程技术学院,普通本科,民办,理工类,湖北省教育厅,湖北,武汉市,2002,湖北省武汉市洪山区狮子山街南李路28-1号,https://gcxy.hbut.edu.cn/,"湖工大工程学院,湖工工程",,1089,2,2
湖北商贸学院,普通本科,民办,财经类,湖北省教育厅,湖北,武汉市,1995,湖北省武汉市洪山区雄楚大道632号（地铁2号线杨家湾站D出口）,http://www.hbc.edu.cn,,湖北工业大学商贸学院,1000,2,2
武昌工学院,普通本科,民办,综合类,湖北省教育厅,湖北,武汉市,2002,湖北省武汉市白沙洲大道110号,http://www.wuit.edu.cn/,武昌工学院,武汉工业学院工商学院,705,2,2
武汉工程大学邮电与信息工程学院,普通本科,民办,理工类,湖北省教育厅,湖北,武汉市,2002,湖北省武汉市虎泉街366号,http://www.witpt.edu.cn/,武汉工程大学邮电与信息学院,,500,2,2
湖北汽车工业学院科技学院,普通本科,民办,理工类,湖北省教育厅,湖北,十堰市,2003,湖北省十堰市张湾区车城西路167号,http://kjxy.huat.edu.cn/,,,300,2,2
湖北师范大学文理学院,普通本科,民办,师范类,湖北省教育厅,湖北,黄石市,2003,湖北省黄石市经济技术开发区金山大道东666号,https://wlxy.hbnu.edu.cn/,湖师大文理,湖北师范学院文理学院,1018,2,2
湖北文理学院理工学院,普通本科,民办,理工类,湖北省教育厅,湖北,襄阳市,2003,湖北省襄阳市襄城区尹集东街28号,http://www.hbasstu.net/,,襄樊学院理工学院,521,2,2
长江大学文理学院,普通本科,民办,综合类,湖北省教育厅,湖北,荆州市,2004,湖北省荆州市郢都路27号,http://wlxy.yangtzeu.edu.cn/,长大文理,,564,2,2
荆州学院,普通本科,民办,理工类,湖北省教育厅,湖北,荆州市,2004,湖北省荆州市荆州区太湖港管理区清刘路,https://www.jzxy.net.cn/,长大工院,长江大学工程技术学院,300,2,2
武汉晴川学院,普通本科,民办,综合类,湖北省教育厅,湖北,武汉市,2006,湖北省武汉市东湖高新技术开发区中华科技产业园玉屏大道9号,https://www.qcuwh.edu.cn/,,武汉大学珞珈学院,1000,2,2
武汉生物工程学院,普通本科,民办,理工类,湖北省教育厅,湖北,武汉市,1993,湖北省武汉市阳逻经济开发区汉施路1号,http://www.whsw.edu.cn/,武生院,,1700,2,2
武汉工贸职业学院,专科（高职）,民办,综合类,湖北省教育厅,湖北,武汉市,1988,湖北省武汉市洪山区鲁磨路568号,http://www.whgmxy.com/,,,400,2,2
武汉外语外事职业学院,专科（高职）,民办,语言类,湖北省教育厅,湖北,武汉市,2002,"主校区：湖北省武汉市江夏区藏龙岛科技园栗庙路6号,落雁岛校区：湖北省武汉市东湖生态旅游风景管理区黄家大湾1号,红安校区：湖北省黄冈市红安县觅儿镇金山大道18号",http://www.wifa.edu.cn/,,,610,2,2
湖北开放职业学院,专科（高职）,民办,综合类,湖北省教育厅,湖北,武汉市,1988,湖北省武汉市洪山区民族大道56号,http://www.hbou.cn/web-hbousite/index,HBOU,,0,2,2
武汉信息传播职业技术学院,专科（高职）,民办,理工类,湖北省教育厅,湖北,武汉市,2000,湖北省武汉市光谷东湖高新技术开发区庙山科技园,http://www.whinfo.cn/,武信职院,,648,2,2
武汉科技职业学院,专科（高职）,民办,理工类,湖北省教育厅,湖北,武汉市,1984,湖北省武汉市武昌区余家头铁机村特2号,http://www.whkjz.com/,武科职,,195,2,2
黄冈科技职业学院,专科（高职）,民办,理工类,湖北省教育厅,湖北,黄冈市,1995,湖北省黄冈市东坡大道62号,http://www.hbhgkj.com/,,,1180,2,2
湖北科技职业学院,专科（高职）,公办,综合类,湖北省,湖北,武汉市,1977,"关山校区:湖北省武汉市东湖高新技术开发区软件园路2号,鲁巷校区:湖北省武汉市洪山区民族大道26号",http://www.hubstc.edu.cn/,,,403,2,2
湖南工学院,普通本科,公办,理工类,湖南省,湖南,衡阳市,1978,湖南省衡阳市珠晖区衡花路18号,https://www.hnit.edu.cn/,HNIT、湖南工院,,1400,2,2
长沙航空职业技术学院,专科（高职）,公办,理工类,空军装备部,湖南,长沙市,1973,"跳马校区：湖南省长沙市雨花区跳马镇,圭塘校区：湖南省长沙市雨花区体院路348号",http://www.cavtc.cn,长沙航空职院,,1000,2,2
湖南财政经济学院,普通本科,公办,财经类,湖南省,湖南,长沙市,1933,湖南省长沙市岳麓区枫林二路139号,http://www.hufe.edu.cn/,"湖南财经高等专科学校,湖南财经学院",,760,2,2
湖南警察学院,普通本科,公办,政法类,湖南省,湖南,长沙市,1949,湖南省长沙市经济技术开发区远大三路九号,http://www.hnpolice.com,湖南公安高等专科学校,,700,2,2
湖南医药学院,普通本科,公办,医药类,湖南省,湖南,怀化市,1924,湖南省怀化市锦溪南路492号,http://www.hnmu.com.cn/,,,1418,2,2
湖南中医药高等专科学校,专科（高职）,公办,医药类,湖南省,湖南,株洲市,1959,湖南省株洲市芦淞区芦淞路136号,http://www.hntcmc.net,湖南中医药高专,,700,2,2
长沙师范学院,普通本科,公办,师范类,湖南省,湖南,长沙市,1912,"南校区：湖南省长沙市星沙特立路9号,北校区：湖南省长沙市安沙万花园路9号",http://www.cssf.cn,长沙师范,长沙师范学校,1047,2,2
益阳医学高等专科学校,专科（高职）,公办,医药类,湖南省,湖南,益阳市,1950,湖南省益阳市迎宾东路516号,http://www.hnyyyz.com,益阳医专,,502,2,2
长沙民政职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,长沙市,1984,湖南省长沙市雨花区香樟路22号,http://www.csmzxy.edu.cn/,民政学院,,1024,2,2
湖南工业职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,长沙市,1955,湖南省长沙市岳麓区含浦科教园含浦大道139号,http://www.hunangy.com,湖南工院,,1031,2,2
湖南信息职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,长沙市,1978,"望城校区：湖南省长沙市望城区旺旺中路8号,芙蓉校区：湖南省长沙市芙蓉区职院街169号",http://www.hniu.cn,"湖南信息职院,信息职院",,345,2,2
湖南女子学院,普通本科,公办,综合类,湖南省,湖南,长沙市,1985,湖南省长沙市中意一路160号,http://www.hnwu.edu.cn/,湖南女子职业大学,,555,2,2
湖南大众传媒职业技术学院,专科（高职）,公办,艺术类,湖南省,湖南,长沙市,2000,湖南省长沙市星沙经济技术开发区天华路322号,http://www.hnmmc.cn/,湖南大众传媒学院,,594,2,2
永州职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,永州市,2000,湖南省永州市零陵区永州大道289号,http://www.hnyzzy.com/,永职院,,2939,2,2
湖南铁道职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,株洲市,1951,湖南省株洲市石峰区田心大道18号,http://www.hnrpc.com/,湖铁,,908,2,2
湖南科技职业学院,专科（高职）,公办,综合类,湖南省,湖南,长沙市,1958,"雨花校区：湖南省长沙市井湾路784号,暮云校区：湖南省长沙市中意三路花园",http://www.hnkjxy.net.cn/,湖南科技职业技术学院,,860,2,2
湖南交通职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,长沙市,1956,湖南省长沙市黄兴镇湖南交通职业技术学院,http://www.hnjtzy.com.cn/,湖南交院,,728,2,2
湖南商务职业技术学院,专科（高职）,公办,财经类,湖南省,湖南,长沙市,1950,湖南省长沙市岳麓区雷锋大道335号,http://www.hnswxy.com,湖南商务职院,,428,2,2
湖南体育职业学院,专科（高职）,公办,体育类,湖南省,湖南,长沙市,1984,湖南省长沙市雨花区体院路469号,http://www.hntyxy.net/,湖南体育职院,,500,2,2
湖南工程职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,长沙市,1958,湖南省长沙市万家丽北路水渡河100号,http://www.hngczy.cn,湖南工程职院,,600,2,2
湖南外贸职业学院,专科（高职）,公办,财经类,湖南省,湖南,长沙市,1954,湖南省长沙市芙蓉北路望城区丁字镇翻身垸,http://www.hnwmxy.com/index.html,,,706,2,2
湖南网络工程职业学院,专科（高职）,公办,综合类,湖南省,湖南,长沙市,2003,湖南省长沙市青园路168号,https://www.hnou.edu.cn/,,,264,2,2
邵阳职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,邵阳市,1997,湖南省邵阳市大祥区城南乡学院路,https://www.syzyedu.com/default.aspx,邵阳职院,,643,2,2
湖南司法警官职业学院,专科（高职）,公办,政法类,湖南省,湖南,长沙市,1981,湖南省长沙市芙蓉区远大二路1069号,http://www.hnsfjy.cn/default.aspx,"湖南司法警官学院,湘司警院",,0,2,2
湖南环境生物职业技术学院,专科（高职）,公办,农林类,湖南省,湖南,衡阳市,1987,湖南省衡阳市石鼓区望城路165号,http://www.hnebp.edu.cn,湘环学院,,1208,2,2
湖南邮电职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,长沙市,1958,湖南省长沙市天心区南湖路沙湖街128号,https://www.hnptc.edu.cn/,长沙通信职业技术学院,长沙通信职业技术学院,381,2,2
湘潭医卫职业技术学院,专科（高职）,公办,医药类,湖南省,湖南,湘潭市,1915,"校本部：湖南省湘潭市岳塘区双拥中路,河西校区：湖南省湘潭市雨湖区和平路54号",http://www.xtzy.com/,湘潭医卫学院,湘潭职业技术学院,390,2,2
郴州职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,郴州市,2001,湖南省郴州市王仙岭郴州大道909号,http://www.czzy-edu.com,郴州高职院,,528,2,2
娄底职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,娄底市,2001,湖南省娄底市月塘街,http://www.ldzy.com/,娄底职院,,900,2,2
张家界航空工业职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,张家界市,1979,湖南省张家界市武陵山大道学院路1号,http://www.zjjhy.net,张家界航院,,762,2,2
长沙环境保护职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,长沙市,1979,湖南省长沙市雨花区井圭路10号,http://www.hbcollege.com.cn/,长沙环保学院,,550,2,2
湖南艺术职业学院,专科（高职）,公办,艺术类,湖南省,湖南,长沙市,1951,湖南省长沙市经济开发区（星沙街道）特立东路719号,http://www.arthn.com,湖艺,,380,2,2
湖南机电职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,长沙市,1974,湖南省长沙市万家丽北路一段359号,http://www.hnjdzy.net/,湖南机电职院,,728,2,2
长沙职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,长沙市,1902,"湖南省长沙市岳麓区雷锋镇正兴路157号,湖南省长沙市高新开发区谷苑路 522号",http://www.cszyedu.cn/,长沙职院,,600,2,2
怀化职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,怀化市,2003,湖南省怀化市鹤城区天星西路,http://www.hhvtc.com.cn,怀职,,1000,2,2
岳阳职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,岳阳市,2003,湖南省岳阳市学院路,http://www.yvtc.edu.cn/,岳阳职院,,1000,2,2
常德职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,常德市,1905,湖南省常德市武陵区人民路4253号,http://www.cdzy.cn/,"常德高职院,常职院",,1070,2,2
湖南化工职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,株洲市,1958,湖南省株洲市云龙示范区职教大学城,http://www.hnhgzy.com/,,,1021,2,2
湖南城建职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,湘潭市,1958,"高新校区：湖南省湘潭市岳塘区书院路42号,新湖校区：湖南省湘潭市易家湾昭山开发区荷塘乡金湖村,南湖校区：湖南省长沙市南湖路古堆山巷11",http://www.hnucc.com,湖南建院,,607,2,2
湖南石油化工职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,岳阳市,1978,湖南省岳阳市湘北大道188号,http://www.hnshzy.cn,湖南石化职院,,440,2,2
湖南民族职业学院,专科（高职）,公办,民族类,湖南省,湖南,岳阳市,1952,湖南省岳阳市学院路,http://www.hnvc.net.cn/,湖南民院,,1000,2,2
湘西民族职业技术学院,专科（高职）,公办,民族类,湖南省,湖南,湘西土家族苗族自治州,2004,湖南省湘西土家族苗族自治州吉首市高新技术产业开发区武陵山大道3号,http://www.xxmzy.org.cn,湘西职院,,1100,2,2
湖南财经工业职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,衡阳市,1958,湖南省衡阳市珠晖区狮山路20号,http://www.hycgy.com/,湖南财工职院,衡阳财经工业职业技术学院,1026,2,2
益阳职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,益阳市,2004,湖南省益阳市迎风桥镇新塘村,http://www.yyvtc.cn/,益阳职院,,532,2,2
湖南工艺美术职业学院,专科（高职）,公办,艺术类,湖南省,湖南,益阳市,1975,湖南省益阳市赫山区栖霞路135号,http://www.hnmeida.com.cn/,湖南工艺美院,,359,2,2
湖南理工职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,湘潭市,1978,湖南省湘潭市建设路口河东大道10号,http://www.hnlgzy.net,湖南理工职院,,293,2,2
湖南汽车工程职业学院,专科（高职）,公办,理工类,湖南省,湖南,株洲市,1957,"石峰校区：湖南省株洲市石峰区红旗北路476号,云龙校区：湖南省株洲市云龙示范区智慧路79号",http://www.hnqczy.com/Index.html,湖汽职院,,1055,2,2
长沙电力职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,长沙市,1956,湖南省长沙市经济技术开发区盼盼路（泉塘）,http://www.cseptc.net/,,,400,2,2
湖南水利水电职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,长沙市,2005,湖南省长沙市经济技术开发区（星沙）东四路20号西门,http://www.hnslsdxy.com,湖南水电职院,,675,2,2
湖南现代物流职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,长沙市,1965,湖南省长沙市远大二路泉塘,http://www.hmlc.edu.cn/,,,0,2,2
湖南高速铁路职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,衡阳市,1951,湖南省衡阳市珠晖区三环东路南9号,http://www.htcrh.com,"高铁学院,湖南高铁职院,湖南高铁学院",,794,2,2
湖南铁路科技职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,株洲市,1956,湖南省株洲市石峰区云龙职教城智慧路1号,http://www.hntky.com,铁路科技职院,,514,2,2
湖南安全技术职业学院,专科（高职）,公办,理工类,湖南省,湖南,长沙市,1984,湖南省长沙市万家丽北路304号,http://www.hnvist.cn/,湖南安全职院,,500,2,2
湖南电气职业技术学院,专科（高职）,公办,理工类,湖南省,湖南,湘潭市,1941,湖南省湘潭市岳塘区下摄司街2号,http://www.hnjd.net.cn/,,,728,2,2
湖南信息学院,普通本科,民办,理工类,湖南省教育厅,湖南,长沙市,1997,湖南省长沙市（星沙）经济技术开发区毛塘工业园,http://www.hnuit.edu.cn/,湘信院,湖南信息科学职业学院,1000,2,2
湖南应用技术学院,普通本科,民办,综合类,湖南省教育厅,湖南,常德市,1994,湖南省常德市鼎城区善卷路2508号,http://www.hnyyjsxy.com/,湖应,湖南同德职业学院,2146,2,2
湖南交通工程学院,普通本科,民办,理工类,湖南省教育厅,湖南,衡阳市,1991,湖南省衡阳市蒸湘区,http://hnjt.edu.cn/,,湖南科技经贸职业学院,1265,2,2
湖南九嶷职业技术学院,专科（高职）,公办,综合类,湖南省,湖南,永州市,1980,湖南省永州市冷水滩区永州大道2号,http://www.hnxxjsxy.com,,,300,2,2
湖南软件职业技术大学,普通本科,民办,理工类,湖南省教育厅,湖南,湘潭市,2001,湖南省湘潭市国家级湘潭九华经济技术开发区开源路（原宝马西路）1号,http://www.hnsoftedu.com/,湖南软件学院,"湖南软件职业学院,湖南软件职业学院（本科）",900,2,2
湖南外国语职业学院,专科（高职）,民办,语言类,湖南省教育厅,湖南,长沙市,1993,湖南省长沙市望城区丁字湾街道京阳大道,http://www.huwai.edu.cn/,,,1061,2,2
潇湘职业学院,专科（高职）,民办,综合类,湖南省教育厅,湖南,娄底市,1989,湖南省娄底市经济技术开发区,http://www.hnxxc.com,潇湘学院,,548,2,2
湖南电子科技职业学院,专科（高职）,民办,综合类,湖南省教育厅,湖南,长沙市,2007,湖南省长沙市望城区旺旺西路158号,http://www.dzkjxy.cn/,湖南电子科技,,618,2,2
湖南都市职业学院,专科（高职）,民办,综合类,湖南省教育厅,湖南,长沙市,2004,湖南省长沙市远大三路1970号,http://www.hnupc.com/?appendstate=true,湖南都职,,1262,2,2
广东轻工职业技术学院,专科（高职）,公办,理工类,广东省,广东,广州市,1933,"广州校区：广东省广州市海珠区新港西路152号,南海校区：广东省佛山市南海软件科技园",https://www.gdqy.edu.cn/,"广东轻工,广轻,广轻学院",,2522,2,2
广东食品药品职业学院,专科（高职）,公办,综合类,广东省,广东,广州市,1965,广东省广州市天河区龙洞北路321号,http://www.gdyzy.edu.cn/,广药职院,广东化工制药职业技术学院,1233,2,2
广东体育职业技术学院,专科（高职）,公办,体育类,广东省,广东,广州市,1956,广东省广州市天河区黄村奥体路52号,https://www.gdtzy.edu.cn/,广东体育职院,,262,2,2
广东科贸职业学院,专科（高职）,公办,综合类,广东省,广东,广州市,1985,"清远校区：广东省清远市清城区中宿路36号,天河校区：广东省广州市天河区科华街273号,白云校区：广东省广州市白云区石庆路388号",http://www.gdkm.edu.cn/,粤科贸,,1100,2,2
广州科技贸易职业学院,专科（高职）,公办,综合类,广东省,广东,广州市,1984,"广东省广州市番禺区南村镇市新路北段669号,花果山校区：广东省广州市越秀区童心路西胜街42号科协大院5号楼",http://www.gzkmu.edu.cn/,广州科贸职院,,0,2,2
中山职业技术学院,专科（高职）,公办,综合类,广东省,广东,中山市,2006,广东省中山市东区博爱七路25号,https://www.zspt.edu.cn/,中山职院,,810,2,2
广州商学院,普通本科,民办,财经类,广东省教育厅,广东,广州市,1999,广东省广州市黄埔区九龙大道206号,https://www.gcc.edu.cn/,广商,华南师范大学增城学院,1000,2,2
广州华立学院,普通本科,民办,理工类,广东省教育厅,广东,广州市,1999,广东省广州市增城区广州华立科技园华立路11号,https://www.hualixy.edu.cn/,广工华立,广东工业大学华立学院,2000,2,2
华南农业大学珠江学院,普通本科,民办,综合类,广东省教育厅,广东,广州市,2006,广东省广州市从化区江埔街广从北路2004号,http://www.scauzj.edu.cn/,"华农珠江,珠院,珠江学院",,700,2,2
广州理工学院,普通本科,民办,综合类,广东省教育厅,广东,广州市,2000,广东省广州市白云区太和兴太三路638号,http://www.gzist.edu.cn/,广州理工,"广东职业技术师范学院天河学院,广东技术师范学院天河学院,广东技术师范大学天河学院",1538,2,2
广州城市理工学院,普通本科,民办,理工类,广东省教育厅,广东,广州市,2005,广东省广州市花都区学府路1号,https://www.gcu.edu.cn/,"华南理工大学广州汽车,华南理工大学广州","华南理工大学广州汽车学院,华南理工大学广州学院",1753,2,2
广州华商学院,普通本科,民办,财经类,广东省教育厅,广东,广州市,2006,广东省广州市增城区荔城街华商路1号,http://www.gdhsc.edu.cn,"广财华商,广华商,华商学院","广东商学院华商学院,广东财经大学华商学院",1800,2,2
广东外语外贸大学南国商学院,普通本科,民办,综合类,广东省教育厅,广东,广州市,1996,广东省广州市白云区良田中路181号,http://www.gwng.edu.cn,"广外南国商学院,南国商学院",,900,2,2
广州珠江职业技术学院,专科（高职）,民办,综合类,广东省教育厅,广东,广州市,2006,"广州校区：广东省广州市增城区增江街塔山大道2号,福田校区：广东省惠州市博罗县福田镇莲塘岗学院路1号",http://www.gzzjxy.edu.cn/,广珠职,,1186,2,2
广州松田职业学院,专科（高职）,民办,综合类,广东省教育厅,广东,广州市,2006,广东省广州市增城区朱村大道东432号（广州地铁21号线山田站或朱村站）,https://www.gzst.edu.cn/,松田职院,,500,2,2
广东文理职业学院,专科（高职）,民办,综合类,广东省教育厅,广东,湛江市,1989,广东省廉江市九洲江大道78号,http://www.gdwlxy.edu.cn/,湛江现代科技职业学院,湛江现代科技职业学院,1590,2,2
和田师范专科学校,专科（高职）,公办,师范类,新疆维吾尔自治区,新疆,和田地区,1938,新疆维吾尔自治区和田市北京西路169号,http://www.htnc.edu.cn/,和田师专,,1674,2,2
新疆工程学院,普通本科,公办,理工类,新疆维吾尔自治区,新疆,乌鲁木齐市,1958,"主校区：新疆维吾尔自治区乌鲁木齐市经济技术开发区（头屯河区）科创路1350号 ,南昌路校区：新疆维吾尔自治区乌鲁木齐市南昌路236号",http://www.xjie.edu.cn/,新疆工业高等专科学校,,1930,2,2
新疆维吾尔医学专科学校,专科（高职）,公办,医药类,新疆维吾尔自治区,新疆,和田地区,1989,新疆维吾尔自治区和田市北京西路370号,,新疆医专,,2762,2,2
新疆警察学院,普通本科,公办,政法类,新疆维吾尔自治区,新疆,乌鲁木齐市,1950,"长沙路校区：新疆维吾尔自治区乌鲁木齐市新市区长沙路1108号,米东校区：新疆维吾尔自治区乌鲁木齐市米东区柏河乡开泰北路5428号",http://www.xjpcedu.cn/,新警院,新疆警官高等专科学校,1209,2,2
乌鲁木齐职业大学,专科（高职）,公办,综合类,新疆维吾尔自治区,新疆,乌鲁木齐市,1985,"老校区：新疆维吾尔自治区乌鲁木齐市幸福路723号,新校区：新疆维吾尔自治区乌鲁木齐市头屯河区祥云中街566号",http://www.uvu.edu.cn/,乌职大,,2110,2,2
克拉玛依职业技术学院,专科（高职）,公办,理工类,新疆维吾尔自治区,新疆,克拉玛依市,1956,"克拉玛依校区：新疆维吾尔自治区克拉玛依市克拉玛依区安定路355号,独山子校区：新疆维吾尔自治区克拉玛依市独山子北京路10号",https://www.kzjsxy.edu.cn/,克职院,,8223,2,2
伊犁职业技术学院,专科（高职）,公办,农林类,新疆维吾尔自治区,新疆,伊犁哈萨克自治州,2002,新疆维吾尔自治区伊犁哈萨克自治州伊宁市胜利街179号,,,,547,2,2
阿克苏职业技术学院,专科（高职）,公办,综合类,新疆维吾尔自治区,新疆,阿克苏地区,2002,新疆维吾尔自治区阿克苏地区温宿县温宿镇学府路041号,http://www.akszy.edu.cn/,阿克苏学院,,1162,2,2
巴音郭楞职业技术学院,专科（高职）,公办,理工类,新疆维吾尔自治区,新疆,巴音郭楞蒙古自治州,2002,新疆维吾尔自治区库尔勒经济技术开发区,http://www.xjbyxy.cn,巴音职院,,1200,2,2
新疆石河子职业技术学院,专科（高职）,公办,理工类,新疆生产建设兵团,新疆,自治区直辖县级行政区划,2004,新疆维吾尔自治区石河子市北五路185号（石河子经济技术开发区）,http://www.shzv.edu.cn,,,915,2,2
新疆现代职业技术学院,专科（高职）,民办,医药类,新疆维吾尔自治区教育厅,新疆,乌鲁木齐市,1995,新疆维吾尔自治区乌鲁木齐市头屯河区祥云街大学城,,,,124,2,2
新疆能源职业技术学院,专科（高职）,民办,理工类,新疆维吾尔自治区教育厅,新疆,乌鲁木齐市,2005,新疆维吾尔自治区乌鲁木齐达坂城区洛宾路8号,http://www.xjnyedu.com,,,1000,2,2
新疆天山职业技术大学,普通本科,民办,综合类,新疆维吾尔自治区教育厅,新疆,乌鲁木齐市,1993,新疆维吾尔自治区乌鲁木齐市水磨沟区观园路1066号,http://www.xjtsxy.cn,天山学院,新疆天山职业技术学院,700,2,2
重庆城市管理职业学院,专科（高职）,公办,综合类,重庆市,重庆,重庆市,1984,重庆市沙坪坝区大学城南二路151号,https://www.cqc.edu.cn,重庆城管校,,1075,2,2
重庆建筑科技职业学院,专科（高职）,民办,综合类,重庆市教委,重庆,重庆市,1984,重庆市沙坪坝区大学城明德路3号,http://www.cqrec.edu.cn/,,"重庆巴渝职业技术学院,重庆房地产职业学院",903,2,2
四川中医药高等专科学校,专科（高职）,公办,医药类,四川省,四川,绵阳市,1958,四川省绵阳市教育中路1号,http://www.scctcm.edu.cn/,四川医专,,800,2,2
内江职业技术学院,专科（高职）,公办,综合类,四川省,四川,内江市,1956,四川省内江市东兴区汉安大道东四段199号,http://www.njvtc.edu.cn/,内江职业学院,,864,2,2
