学校名称,办学层次,学校性质,学校类别,主管部门,所在省份,所在城市,创建时间,学校地址,学校官网,学校简称,曾用名,占地面积（亩）,985工程,211工程
湖北三峡职业技术学院,专科（高职）,公办,理工类,湖北省,湖北,宜昌市,2000,湖北省宜昌市体育场路31号,http://www.tgc.edu.cn/,三峡职院,"湖北三峡职业技术学院,湖北三峡职业技术学院（中职）",1317,2,2
武汉交通职业学院,专科（高职）,公办,综合类,湖北省,湖北,武汉市,1953,湖北省武汉市黄家湖西路6号,https://www.whtcc.edu.cn/,"武交院,武交职",,749,2,2
厦门理工学院,普通本科,公办,理工类,福建省,福建,厦门市,1981,福建省厦门市集美区理工路600号,http://www.xmut.edu.cn/,"厦门理工,XMUT,厦门理工大学",,1927,2,2
哈尔滨师范大学,普通本科,公办,师范类,黑龙江省,黑龙江,哈尔滨市,1951,"松北校区：黑龙江省哈尔滨市利民经济技术开发区师大南路1号,江南校区：黑龙江省哈尔滨市南岗区和兴路50号",http://www.hrbnu.edu.cn/,哈师大,,2321,2,2
绥化学院,普通本科,公办,综合类,黑龙江省,黑龙江,绥化市,1953,黑龙江省绥化市黄河南路18号,http://www.shxy.edu.cn,,,870,2,2
淮阴师范学院,普通本科,公办,师范类,江苏省,江苏,淮安市,1997,"王营校区：江苏省淮安市长江西路111号,交通路校区：江苏省淮安市交通路71号",http://www.hytc.edu.cn/,"淮师,淮阴师范",,2000,2,2
南京工业职业技术大学,普通本科,公办,理工类,江苏省,江苏,南京市,1918,江苏省南京市栖霞区仙林大学城羊山北路1号,http://www.niit.edu.cn/,南工院,南京工业职业技术学院,1360,2,2
浙江传媒学院,普通本科,公办,艺术类,浙江省,浙江,杭州市,1978,"杭州校区：浙江省杭州市下沙高教园区学源街998号,桐乡校区：浙江省桐乡市梧桐街道逾桥西路998号",http://www.cuz.edu.cn/,"浙江传媒大学,浙传",,1305,2,2
辽宁科技学院,普通本科,公办,理工类,辽宁省,辽宁,本溪市,1948,辽宁省本溪市高新技术产业开发区香槐路176号,http://www.lnist.edu.cn/,辽科院,,1307,2,2
湖北城市建设职业技术学院,专科（高职）,公办,理工类,湖北省,湖北,武汉市,1978,湖北省武汉市东湖高新技术开发区藏龙岛科技园区藏龙大道28号,https://www.hbucvc.edu.cn/,湖北城建学院,"湖北城乡建设职工大学,湖北城市建设学校",683,2,2
江苏工程职业技术学院,专科（高职）,公办,理工类,江苏省,江苏,南通市,1912,江苏省南通市青年中路87号,http://jcet.edu.cn/,江苏工院,南通纺织职业技术学院,1066,2,2
湖南人文科技学院,普通本科,公办,综合类,湖南省,湖南,娄底市,1978,湖南省娄底市氐星路487号,http://www.huhst.edu.cn,湖南人科,,877,2,2
贵阳学院,普通本科,公办,综合类,贵州省,贵州,贵阳市,1978,贵州省贵阳市龙洞堡见龙洞路103号,http://www.gyu.cn,,,1200,2,2
重庆工商大学,普通本科,公办,财经类,重庆市,重庆,重庆市,1952,"南岸校区：重庆市南岸区学府大道19号,南岸校区兰花湖片区：重庆市南岸区学府大道28号,江北校区：重庆市江北区董家溪鹅石堡山26号",http://www.ctbu.edu.cn/,,,2391,2,2
湖北水利水电职业技术学院,专科（高职）,公办,理工类,湖北省,湖北,武汉市,1952,"湖北省武汉市洪山区珞狮南路306号,湖北省武汉市江夏区五里界街中洲",http://www.hbsy.cn,水利水电职院,,640,2,2
成都医学院,普通本科,公办,医药类,四川省,四川,成都市,1947,四川省成都市新都区新都大道783号,http://www.cmc.edu.cn/,成医,,1100,2,2
文华学院,普通本科,民办,综合类,湖北省教育厅,湖北,武汉市,2003,湖北省武汉市东湖高新技术开发区文华园路8号,http://www.hustwenhua.net/,,华中科技大学文华学院,1340,2,2
绵阳师范学院,普通本科,公办,师范类,四川省,四川,绵阳市,1940,四川省绵阳市高新区绵兴西路166号,http://www.mnu.cn/,绵阳师院,绵阳师范高等专科学校,1560,2,2
内江师范学院,普通本科,公办,师范类,四川省,四川,内江市,1956,"桐梓坝校区：四川省内江市东桐路1124号,高桥校区：四川省内江市东兴区红桥街1号",http://www.njtc.edu.cn,"内江师院,内江师范",,3115,2,2
宜宾学院,普通本科,公办,综合类,四川省,四川,宜宾市,1978,四川省宜宾市翠屏区酒圣路8号,http://www.yibinu.edu.cn/,,,2300,2,2
乐山师范学院,普通本科,公办,师范类,四川省,四川,乐山市,1978,四川省乐山市滨河路778号,http://www1.lsnu.edu.cn/,乐山师院,,1150,2,2
成都体育学院,普通本科,公办,体育类,四川省,四川,成都市,1942,四川省成都市武侯区体院路2号,http://www.cdsu.edu.cn,成都体院,四川省立体育专科学校,720,2,2
曲靖师范学院,普通本科,公办,师范类,云南省,云南,曲靖市,1907,"校本部：云南省曲靖市麒麟区三江大道,古城校区：云南省曲靖市麒麟西路328号",http://www.qjnu.edu.cn/,"曲靖师范,qjnu",,1399,2,2
榆林学院,普通本科,公办,综合类,陕西省,陕西,榆林市,1958,陕西省榆林市榆阳区崇文路51号,https://www.yulinu.edu.cn/,,,3540,2,2
塔里木大学,普通本科,公办,综合类,新疆生产建设兵团,新疆,自治区直辖县级行政区划,1958,新疆维吾尔自治区阿拉尔市塔里木大道东1487号,https://www.taru.edu.cn/,塔大,,2613,2,2
上海电机学院,普通本科,公办,理工类,上海市,上海,上海市,1953,"临港校区：上海市浦东新区水华路300号,闵行校区：上海市闵行区江川路690号",https://www.sdju.edu.cn/,"电机学院,SDJU",上海电机制造学校,1147,2,2
西藏藏医药大学,普通本科,公办,医药类,西藏自治区,西藏,拉萨市,1989,西藏自治区拉萨市城关区当热中路10号,http://www.ttmc.edu.cn/,藏医大,西藏藏医学院,500,2,2
陇东学院,普通本科,公办,综合类,甘肃省,甘肃,庆阳市,1978,甘肃省庆阳市西峰区兰州路45号,http://www.ldxy.edu.cn,陇院,庆阳师范专科学校,1400,2,2
天水师范学院,普通本科,公办,师范类,甘肃省,甘肃,天水市,1959,甘肃省天水市秦州区藉河南路,http://www.tsnu.edu.cn,天水师院,天水师范高等专科学校,670,2,2
广州南方学院,普通本科,民办,综合类,广东省教育厅,广东,广州市,2006,广东省广州市从化区温泉大道882号广州南方学院,https://www.nfu.edu.cn,"中大南方学院,广州南方,南方学院",中山大学南方学院,1092,2,2
苏州百年职业学院,专科（高职）,中外合作办学,综合类,江苏省教育厅,江苏,苏州市,2005,江苏省苏州市苏州工业园区仁爱路1号,http://www.scc.edu.cn/,苏百年,苏州港大思培科技职业学院,65,2,2
武汉华夏理工学院,普通本科,民办,理工类,湖北省教育厅,湖北,武汉市,2004,湖北省武汉市东湖新技术开发区关山大道589号,http://www.hxut.edu.cn/,华夏理工,武汉理工大学华夏学院,1323,2,2
商丘医学高等专科学校,专科（高职）,公办,医药类,河南省,河南,商丘市,1921,河南省商丘市城乡一体化示范区迎宾路666号,http://www.sqyx.edu.cn/,商丘医专,商丘市卫生学校,998,2,2
西安航空学院,普通本科,公办,理工类,陕西省,陕西,西安市,1955,"沣惠校区：陕西省西安市西二环259号,阎良校区：陕西省西安市阎良区蓝天二路9号",http://www.xaau.edu.cn/,西安航空技术高等专科学校,西安航空工业专科学校,1158,2,2
武昌首义学院,普通本科,民办,理工类,湖北省教育厅,湖北,武汉市,2000,湖北省武汉市洪山区南李路22号,http://www.wsyu.edu.cn/,"首义学院,首义",华中科技大学武昌分校,2018,2,2
汉口学院,普通本科,民办,综合类,湖北省教育厅,湖北,武汉市,2000,湖北省武汉市江夏区文化大道299号,http://www.hkxy.edu.cn/,华中师范大学汉口分校,华中师范大学汉口分校,1000,2,2
长江职业学院,专科（高职）,公办,综合类,湖北省,湖北,武汉市,1984,湖北省武汉市洪山区雄楚大街918号,http://www.cjxy.edu.cn/,"长江职院,长江职业技术学院",,746,2,2
北京工商大学嘉华学院,普通本科,民办,财经类,北京市教委,北京,北京市,2004,北京市通州区宋庄南路甲1号,http://www.canvard.net.cn/,嘉华学院,,540,2,2
北京工业大学耿丹学院,普通本科,民办,综合类,北京市教委,北京,北京市,2005,北京市顺义区牛栏山镇牛富路3号,http://www.gengdan.cn/,"bjut,耿丹学院",,491,2,2
郑州经贸学院,普通本科,民办,财经类,河南省教育厅,河南,郑州市,2003,"主校区：河南省郑州市南龙湖宜居教育园区双湖大道2号,北校区：河南省郑州市中原中路41号",https://www.zueb.edu.cn/,郑州经贸,中原工学院信息商务学院,1000,2,2
北京邮电大学世纪学院,普通本科,民办,综合类,北京市教委,北京,北京市,2005,北京市延庆区康庄镇西官路,http://www.ccbupt.cn/,,,500,2,2
江苏建筑职业技术学院,专科（高职）,公办,理工类,江苏省,江苏,徐州市,1979,江苏省徐州市泉山区学苑路26号,http://www.jsjzi.edu.cn/,徐州建筑职业技术学院,徐州建筑职业技术学院 ,1200,2,2
江苏警官学院,普通本科,公办,政法类,江苏省,江苏,南京市,1949,江苏省南京市浦口区石佛寺三宫48号,http://www.jspi.cn,,,1005,2,2
扬州环境资源职业技术学院,专科（高职）,公办,农林类,江苏省,江苏,扬州市,1956,江苏省扬州市润扬南路33号,,,,500,2,2
常州纺织服装职业技术学院,专科（高职）,公办,理工类,江苏省,江苏,常州市,1958,江苏省常州市武进区滆湖中路53号,http://www.cztgi.edu.cn,"常州纺院,常纺",江苏省工业学校,1052,2,2
三峡大学科技学院,普通本科,民办,综合类,湖北省教育厅,湖北,宜昌市,2000,湖北省宜昌市大学路18号,https://kjxy.ctgu.edu.cn/,,,825,2,2
郑州财经学院,普通本科,民办,财经类,河南省教育厅,河南,郑州市,1998,河南省郑州市惠济区天河路36号,http://www.zzife.edu.cn/,"郑州财经,郑州财院",郑州经贸职业学院,1876,2,2
陕西青年职业学院,专科（高职）,公办,综合类,陕西省,陕西,西安市,1952,"含光校区:陕西省西安市含光北路155号,长安校区:陕西省西安市雁塔区长安南路503号",http://www.sxqzy.com/,陕青院,陕西青年管理干部学院,436,2,2
陕西航空职业技术学院,专科（高职）,公办,理工类,陕西省,陕西,汉中市,1982,陕西省汉中市南郑区大河坎镇（汉中南经济开发区）,http://www.sxhkxy.com/,陕航职院,,806,2,2
中国矿业大学徐海学院,普通本科,民办,综合类,江苏省教育厅,江苏,徐州市,1999,江苏省徐州市金山东路1号,http://xhxy.cumt.edu.cn,,,1555,2,2
陕西警官职业学院,专科（高职）,公办,政法类,陕西省,陕西,西安市,1953,陕西省西安市浐灞生态区启源二路1号,https://www.sxjgxy.edu.cn/,陕西警官学院,,540,2,2
电子科技大学成都学院,普通本科,民办,理工类,四川省教育厅,四川,成都市,2001,"成都校区：四川省成都市高新西区百叶路1号,什邡校区：四川省德阳市什邡市京什东路北段99号",http://www.cduestc.cn/,电子科大成都学院,,1400,2,2
内蒙古化工职业学院,专科（高职）,公办,理工类,内蒙古自治区,内蒙古,呼和浩特市,2003,内蒙古自治区呼和浩特市赛罕区高职园区,http://www.hgzyxy.com.cn,,,827,2,2
中南林业科技大学涉外学院,普通本科,民办,综合类,湖南省教育厅,湖南,长沙市,2002,湖南省长沙市望城区丁字湾街道,https://swxy.csuft.edu.cn/,中南林科大涉外学院,中南林学院涉外学院,2750,2,2
太原工业学院,普通本科,公办,理工类,山西省,山西,太原市,1954,山西省太原市尖草坪区新兰路31号,http://www.tit.edu.cn/,太工,,589,2,2
南京森林警察学院,普通本科,公办,政法类,公安部,江苏,南京市,1953,江苏省南京市栖霞区仙林大学城文澜路28号,http://www.forestpolice.net/,"南京森林公安高等专科学校,南森,南京森林警察",林业部南京人民警察学校,1343,2,2
南京特殊教育师范学院,普通本科,公办,师范类,江苏省,江苏,南京市,1982,江苏省南京市栖霞区神农路1号,http://www.njts.edu.cn,南京特师,南京特殊教育职业技术学院,501,2,2
南京铁道职业技术学院,专科（高职）,公办,理工类,江苏省,江苏,南京市,1941,江苏省南京市浦口区珍珠南路65号,http://www.njrts.edu.cn,"南京铁路职业技术学院,南铁院",南京铁路运输学校,1146,2,2
山东中医药大学,普通本科,公办,医药类,山东省,山东,济南市,1958,山东省济南市长清区大学科技园大学路4655号,https://www.sdutcm.edu.cn/,山中医,,2039,2,2
南京理工大学泰州科技学院,普通本科,民办,理工类,江苏省教育厅,江苏,泰州市,2004,江苏省泰州市梅兰东路8号,http://www.nustti.edu.cn/,南理工泰科院,,1003,2,2
武汉工程科技学院,普通本科,民办,理工类,湖北省教育厅,湖北,武汉市,2004,湖北省武汉市江夏区纸坊熊廷弼街特八号,http://www.wuhues.com/,中国地质大学江城学院,中国地质大学江城学院,1000,2,2
东南大学成贤学院,普通本科,民办,综合类,江苏省教育厅,江苏,南京市,1998,江苏省南京市江北新区东大路6号,http://cxxy.seu.edu.cn,"东大成贤,成贤学院",,1200,2,2
陕西经济管理职业技术学院,专科（高职）,公办,财经类,陕西省,陕西,西安市,1949,"友谊校区：陕西省西安市友谊西路175号,雁塔校区：陕西省西安市雁南一路503号",,,,180,2,2
郑州师范学院,普通本科,公办,师范类,河南省,河南,郑州市,1949,河南省郑州市惠济区英才街6号,http://www.zznu.edu.cn/,郑州师范高等专科学校,,1060,2,2
郑州工商学院,普通本科,民办,财经类,河南省教育厅,河南,郑州市,2002,"郑州校区：河南省郑州市郑东新区前程大道169号,兰考校区：河南省开封市兰考县东泰路8号",http://www.ztbu.edu.cn,"郑商院,郑工商,郑州工商,郑商",河南理工大学万方科技学院,1200,2,2
郑州电子信息职业技术学院,专科（高职）,民办,综合类,河南省教育厅,河南,郑州市,1987,河南省郑州市中牟大学路１号,http://www.zyfb.com,郑电院,,1000,2,2
常州工程职业技术学院,专科（高职）,公办,理工类,江苏省,江苏,常州市,1958,江苏省常州市武进区涌湖中路33号,http://www.czie.edu.cn,"常州工程,CZIE",,1120,2,2
山西医科大学汾阳学院,普通本科,公办,医药类,山西医科大学,山西,吕梁市,1923,山西省汾阳市学院路16号 (汾阳学院),http://www.sxmufyc.edu.cn/,山医汾院,,508,2,2
内蒙古交通职业技术学院,专科（高职）,公办,理工类,内蒙古自治区,内蒙古,赤峰市,1974,内蒙古自治区赤峰市新城王府大街2号,http://www.nmjtzy.com,内蒙古交通职业技术学校,,3800,2,2
钟山职业技术学院,专科（高职）,民办,其他,江苏省教育厅,江苏,南京市,1998,江苏省南京市马群街169号,http://www.njzs.edu.cn,钟山学院,,540,2,2
扬州工业职业技术学院,专科（高职）,公办,理工类,江苏省,江苏,扬州市,2004,江苏省扬州市华扬西路199号扬子津科教园,http://www.ypi.edu.cn/,扬州工业学院,,1027,2,2
郑州铁路职业技术学院,专科（高职）,公办,综合类,河南省,河南,郑州市,1951,河南省郑州市郑东新区鹏程大道56号,https://www.zzrvtc.edu.cn/,,,1623,2,2
武昌理工学院,普通本科,民办,综合类,湖北省教育厅,湖北,武汉市,1997,湖北省武汉市江夏大道16号,http://www.wut.edu.cn,"武汉科技大学中南分校,武昌理工",武汉科技大学中南分校,1242,2,2
